Posted on,Owner Name,Location,BHK,Balcony,Sq. ft,Price
2023-10-01,Amira Deo,Mangalore,4,0,583,8221392
2023-09-17,Raunak Contractor,Ramagundam,3,2,1231,1888340
2023-09-11,Navya Rattan,Raiganj,2,1,937,9385022
2023-09-11,Jiya Bala,Madurai,1,1,1894,2824080
2023-09-23,Anay Goel,Hindupur,3,0,871,1209288
2023-09-25,Ahana  Hayer,Raiganj,3,0,861,6464605
2023-09-13,Suhana Vala,Mumbai,4,2,1360,4160944
2023-09-21,Kimaya Krishnamurthy,Raebareli,2,0,1962,5440162
2023-09-06,Bhamini Sachdeva,Moradabad,4,1,714,3924874
2023-09-04,Inaaya  Bandi,Bathinda,1,1,1064,4971667
2023-09-22,Renee Kapadia,Madurai,1,0,1637,4754440
2023-09-25,Trisha Kumer,Nandyal,4,0,1054,1014837
2023-09-25,Biju Ratti,Jamnagar,4,2,882,9083283
2023-10-01,Ishita Kota,Hindupur,4,2,1972,8550513
2023-09-05,Jiya Kadakia,Satna,4,0,1258,2059306
2023-09-23,Anay Kota,Raurkela Industrial Township,3,1,1124,2644337
2023-09-22,Dhruv Rana,Patiala,2,0,1776,1393754
2023-09-21,Aarav Mangat,Ujjain,2,1,1159,1184183
2023-09-14,Himmat Sharaf,Kakinada,4,0,1854,9766424
2023-09-05,Devansh Aggarwal,Guntakal,2,1,802,8087751
2023-09-23,Tiya Sachdev,Bidhannagar,1,0,1599,2624140
2023-09-09,Baiju Sami,Haldia,4,1,1984,7927100
2023-09-28,Taimur Sama,Katni,1,0,1305,7784484
2023-09-05,Shray Dash,Burhanpur,1,1,1400,8273620
2023-09-12,Tanya Chanda,Bhagalpur,4,0,1397,3196001
2023-09-23,Tushar Jayaraman,North Dumdum,4,1,1931,6507201
2023-09-10,Romil Dhar,North Dumdum,2,2,1265,1968477
2023-09-05,Ira Agrawal,Tadepalligudem,4,2,1833,5443875
2023-09-21,Samiha Sahota,Kollam,1,2,582,6031673
2023-09-30,Ela Bumb,Berhampore,3,1,527,1447015
2023-09-20,Oorja Mahal,Aurangabad,1,0,1974,8809070
2023-09-27,Siya Roy,Hindupur,4,0,813,8098061
2023-09-22,Abram Hegde,Durg,1,2,646,9987311
2023-09-12,Kartik Shetty,Amroha,3,1,1977,5656281
2023-09-16,Zeeshan Dugar,Patna,1,1,1353,6132832
2023-09-12,Arhaan Dugal,Anand,1,1,1518,1103384
2023-09-15,Saanvi Halder,Bijapur,1,2,694,4428596
2023-09-04,Madhav Devi,Delhi,4,2,1437,9548508
2023-09-10,Ela Halder,Ratlam,4,0,998,5393241
2023-09-06,Dharmajan Saraf,Nizamabad,4,1,789,1089351
2023-09-09,Divyansh Din,Firozabad,1,0,1819,5693319
2023-09-10,Riaan Das,Durg,2,0,1174,6959963
2023-10-02,Kartik Rege,New Delhi,2,2,1323,1237150
2023-09-17,Divij Dayal,Saharsa,1,0,1516,6849791
2023-09-16,Baiju Gulati,Aurangabad,3,0,1891,1960930
2023-09-26,Charvi Deol,Jalandhar,2,1,876,6917068
2023-09-29,Reyansh Tailor,Saharsa,1,2,904,8586879
2023-09-13,Kabir Tara,Bhind,3,0,1329,5450263
2023-09-13,Yuvaan Ramakrishnan,Surendranagar Dudhrej,3,1,1574,5432132
2023-09-19,Kiara Sarraf,Bhiwani,4,0,928,9684041
2023-09-16,Vidur Sahota,Nandyal,2,1,820,2570344
2023-09-26,Kaira Roy,Ahmednagar,4,0,1282,8001908
2023-09-30,Onkar Swamy,New Delhi,4,0,1522,7054771
2023-09-14,Pari Setty,Buxar,2,2,936,3665858
2023-09-14,Kimaya Jani,Surendranagar Dudhrej,3,1,1419,2301925
2023-09-11,Advik Manne,Ichalkaranji,2,1,1295,5666788
2023-09-12,Shalv Roy,Tumkur,1,1,1136,9173296
2023-09-17,Kartik Savant,Ahmednagar,4,1,737,3588458
2023-09-04,Shanaya Kalla,Akola,3,2,1240,7370417
2023-09-30,Indrans Borde,Mehsana,4,1,696,7909283
2023-09-23,Kiara Borde,Gudivada,1,2,1826,7717533
2023-09-07,Biju Borah,Sultan Pur Majra,1,2,935,6777626
2023-09-22,Lagan Walia,Rajahmundry,2,0,772,5325759
2023-09-29,Inaaya  Viswanathan,Satna,3,1,1171,2967191
2023-09-05,Nayantara Date,Narasaraopet,1,0,1748,4210338
2023-09-05,Chirag Bose,Jalna,2,2,992,8365913
2023-09-09,Aarush Devi,Bhilai,4,1,1373,7459734
2023-09-26,Saira Dhillon,Etawah,1,1,1880,2816675
2023-09-11,Ahana  Datta,Anantapur,3,0,1962,9133115
2023-09-22,Adira Baral,Junagadh,2,0,720,2142936
2023-09-20,Jayesh Subramaniam,Bhavnagar,4,2,1440,5000318
2023-09-18,Eshani Lall,Anantapuram,3,2,1879,5327954
2023-09-22,Shlok Gola,Ballia,3,1,634,8998959
2023-09-10,Shanaya Borah,Munger,4,2,1451,9159959
2023-09-18,Saanvi Balakrishnan,Solapur,2,1,1088,6419007
2023-09-08,Indranil Keer,Bilaspur,1,1,620,4372050
2023-09-07,Hansh Dalal,Fatehpur,1,0,1846,7590442
2023-09-04,Neysa Khare,Rampur,1,2,719,8915211
2023-09-11,Tiya Korpal,Vadodara,2,2,597,9918802
2023-09-06,Samarth Walia,Bhind,4,1,1993,5016078
2023-09-26,Lakshay Chander,Sirsa,2,2,1538,1894460
2023-09-27,Samar Cheema,Giridih,2,0,557,4192689
2023-10-01,Dhanuk Kala,Kirari Suleman Nagar,2,1,1970,8283319
2023-09-24,Elakshi Gopal,Bhimavaram,4,2,1585,9581550
2023-09-05,Piya Ravel,Bathinda,2,2,988,2293823
2023-09-29,Vihaan Dua,Coimbatore,1,2,556,9843147
2023-09-07,Pranay Sundaram,Hospet,4,1,1686,7482419
2023-09-26,Tejas Sibal,Sambalpur,3,0,1511,2240481
2023-09-07,Ritvik Chanda,Gandhinagar,1,1,1639,5867614
2023-09-15,Abram Vala,Akola,2,0,774,6234961
2023-09-17,Vaibhav Randhawa,Kolkata,4,2,574,7473465
2023-09-18,Indranil Kadakia,Sagar,1,2,1790,9829531
2023-09-30,Advik Dhar,Erode,1,0,592,8472099
2023-09-08,Madhup Dyal,Bhiwandi,4,2,1511,1702171
2023-09-28,Lakshay Wali,Thiruvananthapuram,1,0,698,8989930
2023-09-25,Anvi Mallick,Khora ,4,2,1625,2112517
2023-09-16,Eshani Trivedi,Ramgarh,3,1,1881,7450260
2023-09-15,Shamik Saran,Bhimavaram,1,1,660,6499787
2023-09-17,Armaan Sridhar,Bally,3,1,1622,3872523
2023-09-16,Mishti Bedi,Kurnool,1,0,627,2602942
2023-09-16,Azad Kar,Allahabad,4,1,1372,8041304
2023-09-26,Amira Gandhi,Guntur,1,2,1737,6823871
2023-09-23,Shanaya Shroff,Indore,1,2,731,5373584
2023-09-25,Farhan Zachariah,Jalgaon,1,2,1528,7788737
2023-10-02,Diya Shukla,Junagadh,1,0,816,6625546
2023-09-29,Bhamini Divan,Tirupati,1,0,1814,6238049
2023-09-10,Prisha Brahmbhatt,Guntur,4,2,895,9583656
2023-09-21,Saanvi Balay,Agra,1,1,893,5010660
2023-09-27,Ivan Sethi,Surendranagar Dudhrej,4,2,1740,9371167
2023-09-28,Reyansh Bahri,Imphal,2,0,1091,8378755
2023-09-20,Manikya Rana,Ludhiana,4,0,1271,1364279
2023-09-16,Nirvaan Mann,Amritsar,4,2,1150,7615790
2023-09-26,Nishith Deshmukh,Chandigarh,2,0,1184,3010297
2023-09-04,Himmat Sharaf,Giridih,3,1,1287,1677491
2023-09-15,Kimaya Loke,Berhampur,2,2,1342,9353030
2023-09-07,Tiya Som,Ulhasnagar,1,1,1198,5763805
2023-09-25,Dharmajan Baral,Udupi,3,1,1314,4964088
2023-09-18,Himmat Baria,Pallavaram,3,2,712,7609837
2023-09-06,Ishita Tiwari,Jalna,4,1,716,3631879
2023-10-02,Samaira Dugal,Bhubaneswar,1,0,1338,7484001
2023-10-02,Raunak Mahal,Karaikudi,4,0,1334,1278198
2023-09-21,Amani Zachariah,Nellore,4,2,570,7368751
2023-09-13,Krish Mannan,Arrah,2,2,1718,4481474
2023-09-20,Miraan Balay,Khandwa,4,1,1806,1472701
2023-09-18,Keya Tara,Mathura,4,1,1742,8303266
2023-09-16,Nitya Bhalla,Sagar,1,1,1132,1320516
2023-09-20,Hansh Barman,Sikar,4,1,1058,9392788
2023-09-26,Chirag Kulkarni,Sikar,2,0,1442,5019918
2023-09-28,Ayesha Sawhney,Mumbai,1,2,799,9085700
2023-09-04,Arnav Sane,Morbi,2,0,1557,4179972
2023-09-11,Pranay Basu,Gurgaon,3,1,725,5046880
2023-09-20,Vihaan Tak,Anantapuram,3,1,817,7915436
2023-09-06,Vihaan Rau,Ongole,4,1,919,6195029
2023-09-23,Jivin Tak,Vijayawada,2,2,1081,4631103
2023-09-22,Drishya Deep,Bhiwandi,3,0,1430,9425407
2023-09-05,Arhaan Mannan,Udaipur,3,2,1538,3616901
2023-10-01,Jivin Srinivas,Aligarh,3,1,1152,7130070
2023-09-20,Mehul Das,Dewas,1,2,1206,2836701
2023-09-11,Hiran Kala,Jehanabad,3,0,957,4400267
2023-09-15,Anya Varghese,Lucknow,3,0,1786,7228140
2023-09-13,Saanvi Sathe,Bidar,3,1,902,1376376
2023-09-30,Anahita Sandal,Satara,2,1,1281,7114354
2023-09-22,Abram Sundaram,Sagar,2,0,1945,4871709
2023-09-09,Kartik Ben,Rewa,3,0,904,4340565
2023-09-30,Vaibhav Sharma,Loni,2,0,1782,4111710
2023-09-27,Advika Edwin,Ghaziabad,1,1,678,1936347
2023-09-08,Damini Varty,Bhalswa Jahangir Pur,3,1,894,7475056
2023-09-27,Chirag Thakur,Visakhapatnam,4,2,1712,7669512
2023-09-12,Taimur Warrior,Jaipur,2,2,1284,8327741
2023-09-19,Darshit Gara,Kolkata,4,0,1562,7392632
2023-09-09,Riaan Sandhu,Tirunelveli,2,1,762,7889998
2023-09-28,Madhav Mallick,Bhind,1,0,668,8685256
2023-10-02,Tiya Tank,Suryapet,3,2,1591,3802020
2023-09-10,Advika Soman,Farrukhabad,2,1,689,5474704
2023-09-16,Pihu Suri,Panchkula,3,1,1171,7548832
2023-09-15,Aniruddh Johal,Chinsurah,3,1,971,6458968
2023-09-18,Oorja Brar,Khandwa,4,2,585,3981217
2023-09-22,Madhav Mani,Sambhal,3,2,513,6011714
2023-09-20,Zoya Kaul,Jhansi,3,0,724,5200333
2023-10-02,Arhaan Talwar,Nashik,4,0,603,4869264
2023-09-16,Baiju Dewan,Saharanpur,4,0,1703,2217886
2023-09-18,Tejas Bhatia,Mathura,2,0,846,7161900
2023-09-14,Nirvi Brar,Cuttack,1,0,728,8664742
2023-09-09,Hrishita Anne,Bangalore,3,1,626,7801072
2023-09-28,Sara Walla,Visakhapatnam,1,0,860,6370093
2023-09-26,Dharmajan Kumar,Srikakulam,3,1,1715,3855100
2023-09-20,Arhaan Joshi,Nagpur,1,2,1337,3284483
2023-09-14,Elakshi Khalsa,Silchar,3,1,1121,3262258
2023-09-23,Ira Sangha,Indore,3,1,838,7389619
2023-09-21,Diya Acharya,Tadipatri,2,2,997,5508061
2023-09-20,Mishti Badal,Gulbarga,2,1,1725,3661466
2023-09-27,Ranbir Sabharwal,Agra,4,0,1839,6147362
2023-09-27,Neysa Bhatti,Cuttack,2,0,1519,5238002
2023-09-23,Gatik Ravel,Burhanpur,3,0,1835,2887680
2023-09-06,Piya Talwar,Barasat,3,0,1353,7606617
2023-09-23,Keya Bahri,North Dumdum,4,2,1969,9956935
2023-09-17,Chirag Chada,Morena,4,2,1573,6562926
2023-09-30,Saira Dutta,Jabalpur,1,1,876,4869210
2023-10-01,Vidur Basu,Kozhikode,1,1,1848,9691411
2023-09-13,Vidur Mahal,Nizamabad,3,2,1792,3707375
2023-09-20,Manjari Kothari,Dehri,4,2,525,1841433
2023-09-06,Kashvi Tandon,Hyderabad,2,2,849,2591747
2023-09-07,Devansh Dutt,Panihati,1,0,1329,9592482
2023-09-26,Dhanush Rajagopalan,Ballia,4,1,1685,9100831
2023-09-22,Ranbir Raj,Howrah,2,2,995,9949981
2023-09-09,Jayant Wadhwa,Ujjain,3,1,1369,2595717
2023-09-06,Siya Krishnamurthy,Ratlam,4,2,1018,4549225
2023-09-09,Trisha Sharma,Durg,3,0,1826,7748991
2023-09-30,Krish Dada,Ranchi,2,0,533,8521208
2023-09-05,Siya Bora,Durgapur,1,2,1886,5287345
2023-09-12,Dishani Kala,Ramagundam,2,2,1834,1369439
2023-09-14,Alisha Swamy,Guntur,4,2,1494,6484965
2023-10-01,Tarini Khurana,Shahjahanpur,3,0,1205,4429183
2023-09-17,Fateh Varma,Phusro,3,0,1056,3485849
2023-09-25,Dhanuk Raj,Maheshtala,4,1,1534,5597405
2023-09-08,Aarush Hegde,Ichalkaranji,3,0,1173,2883742
2023-09-25,Vedika Shan,Rourkela,3,1,1695,7886640
2023-09-09,Ojas Bhatti,Jalna,2,2,1194,1660363
2023-09-06,Ritvik Kunda,Ulhasnagar,3,2,1244,3522069
2023-09-17,Manikya Rege,Medininagar,3,2,880,6659195
2023-09-17,Nehmat Sheth,Sonipat,4,0,1755,3552477
2023-09-24,Mannat Bala,Pallavaram,3,2,838,9674884
2023-09-18,Zoya Doctor,Darbhanga,4,2,1703,5251973
2023-09-21,Kiaan Sengupta,Davanagere,2,2,645,9191884
2023-09-25,Khushi Loyal,Ludhiana,3,0,1113,2698044
2023-09-09,Manjari Bhardwaj,Avadi,2,2,1032,4156042
2023-09-12,Azad Yadav,Sri Ganganagar,2,1,896,4356593
2023-09-14,Lagan Basak,Shimoga,2,1,1185,3998128
2023-09-06,Anay Dhar,Vasai-Virar,2,2,1788,7844131
2023-09-11,Riaan Raju,Nagercoil,4,1,1061,4213208
2023-09-26,Heer Vig,Visakhapatnam,2,1,1211,9866984
2023-09-22,Aarush Iyer,Vellore,4,2,1297,2541814
2023-09-12,Madhup Vohra,Warangal,2,2,827,8888429
2023-09-04,Tanya Venkatesh,Madurai,1,2,758,8966006
2023-09-08,Keya Wable,Guntur,3,0,1502,2752413
2023-09-25,Rhea Ranganathan,Sasaram,3,1,1304,4659437
2023-10-01,Fateh Gour,Bhubaneswar,3,2,1439,7824578
2023-09-15,Fateh Saini,Pimpri-Chinchwad,4,1,1490,2937850
2023-09-25,Ishaan Bail,Jamalpur,2,1,562,7039933
2023-09-14,Indrajit Sethi,Dibrugarh,3,1,1050,8174395
2023-09-20,Neysa Chatterjee,Singrauli,3,1,1374,4950524
2023-09-06,Nitara Dara,South Dumdum,3,0,929,7121980
2023-09-29,Kavya Loyal,Medininagar,3,1,1193,8250839
2023-09-08,Akarsh Grewal,Chapra,3,1,1575,5021751
2023-09-06,Mamooty Basu,Bhiwandi,3,2,1284,4722637
2023-09-25,Advik Roy,South Dumdum,4,0,797,6365890
2023-09-07,Ela Date,Sasaram,3,1,570,6805950
2023-09-25,Misha Contractor,Allahabad,2,1,1661,5318147
2023-09-21,Tara Sami,Cuttack,2,0,1045,3445108
2023-09-15,Pihu Gill,Jammu,4,2,795,5005086
2023-09-15,Emir Bajwa,Orai,4,1,1633,4435381
2023-09-06,Shaan Chaudhary,Karimnagar,1,2,1336,7675325
2023-09-18,Vritika Goda,Akola,4,2,1303,3451126
2023-09-27,Yashvi Upadhyay,Mango,1,0,1393,9296707
2023-09-08,Sumer Rattan,Chennai,2,1,1458,3470099
2023-09-09,Drishya Bal,Howrah,1,2,1363,8273629
2023-09-28,Heer Bhavsar,Aligarh,4,1,662,9713165
2023-09-21,Umang Cherian,Karimnagar,2,1,972,7892183
2023-09-04,Arnav Chand,Berhampur,3,1,957,4410177
2023-09-11,Riya Magar,Kottayam,3,1,1894,6579923
2023-09-24,Ranbir Lala,Mango,4,1,826,2493115
2023-09-06,Trisha Bawa,Ballia,3,1,1097,3955337
2023-09-15,Mahika Khanna,Pudukkottai,1,2,1876,7303708
2023-09-06,Yashvi Seth,Maheshtala,2,2,1643,1926309
2023-10-01,Reyansh Manda,Surendranagar Dudhrej,2,2,734,7798437
2023-09-04,Tara Gade,Salem,3,2,1465,8182769
2023-09-16,Tarini Khosla,Bhatpara,2,0,1095,1307256
2023-10-02,Ishaan Savant,Latur,4,2,1927,4547477
2023-09-12,Sara Bhandari,Vijayanagaram,4,0,1483,6513632
2023-09-07,Purab Dyal,Rohtak,1,0,721,9021146
2023-09-04,Rhea Rastogi,Belgaum,4,1,1044,4922585
2023-09-14,Nehmat Mallick,Bokaro,2,1,1338,7830445
2023-09-15,Dharmajan Sur,Surendranagar Dudhrej,4,2,1137,2826763
2023-09-05,Saanvi Venkataraman,Karawal Nagar,1,1,1306,1610882
2023-09-23,Uthkarsh Bal,Bhatpara,3,2,1455,2843085
2023-09-17,Riaan Baral,Ujjain,4,0,826,2613596
2023-09-26,Hansh Banerjee,Surendranagar Dudhrej,4,0,1327,3122840
2023-09-09,Kiara Ravel,Bhavnagar,1,2,1892,2913328
2023-09-27,Anay Bobal,Mysore,1,0,1854,7962265
2023-09-10,Diya Walla,Kalyan-Dombivli,2,0,963,8875876
2023-09-08,Misha Magar,Bidhannagar,4,2,858,6618729
2023-09-23,Navya Hans,Giridih,1,1,1520,6956640
2023-09-24,Sahil Jani,Parbhani,4,1,1647,7291484
2023-09-23,Nirvi Gala,Bareilly,1,1,1393,3893616
2023-09-30,Vidur Balan,Chandigarh,3,1,1320,2078732
2023-09-18,Jivika Dora,Kirari Suleman Nagar,2,2,1274,3171463
2023-09-25,Lavanya Sathe,Ahmedabad,4,2,1405,7697866
2023-09-30,Lagan Bala,Tadipatri,1,0,1873,5007915
2023-09-27,Madhup Deol,Morbi,1,1,1965,5503934
2023-09-29,Indranil Sarin,Cuttack,2,0,1393,4138134
2023-09-22,Nehmat Dugar,Mirzapur,3,2,987,4045693
2023-09-23,Riya Ahuja,Barasat,4,0,1921,2925476
2023-09-08,Kimaya Balay,Agartala,4,0,1651,8043779
2023-09-13,Indrajit Sanghvi,Visakhapatnam,4,1,855,9647113
2023-09-26,Anvi Kuruvilla,Faridabad,2,1,1948,2797378
2023-10-01,Aarush Dubey,Davanagere,1,1,1358,9721203
2023-09-18,Rasha Ramanathan,Haridwar,3,2,1570,2185498
2023-09-28,Divyansh Suri,Nellore,2,2,1304,7195193
2023-09-16,Aarush Verma,Tirupati,4,0,944,3124819
2023-09-25,Renee Chandran,Ambattur,1,1,564,6814978
2023-09-25,Gokul Vasa,Chennai,1,1,771,4269538
2023-09-18,Shayak Seth,Bharatpur,3,0,1344,5127505
2023-09-15,Advika Sodhi,Ratlam,4,1,719,2613292
2023-09-30,Indranil Bhattacharyya,Dewas,3,0,1508,6621226
2023-09-13,Rasha Dixit,Bhimavaram,4,1,923,9407738
2023-09-16,Onkar Lanka,Kottayam,3,1,1779,5823171
2023-10-02,Prisha Rajan,Shimla,4,0,1870,3709442
2023-09-17,Nehmat Brar,Gopalpur,3,2,1859,7645344
2023-09-30,Zoya Datta,Adoni,3,2,1872,6573611
2023-09-16,Urvi Ben,Gorakhpur,2,2,1254,9839502
2023-10-02,Darshit Bhat,Bulandshahr,3,2,1184,2017838
2023-09-09,Ehsaan Venkatesh,Jalandhar,1,0,1568,6127898
2023-09-10,Kimaya Ramachandran,Surat,4,1,561,3448383
2023-09-04,Yashvi Shanker,Moradabad,1,2,1966,3368361
2023-09-05,Ranbir Bir,Vasai-Virar,1,2,1596,6588002
2023-09-29,Riya Vaidya,Srikakulam,2,1,1878,5564680
2023-09-11,Yashvi Ratti,Shimla,2,1,749,1234015
2023-09-30,Tara Luthra,Nadiad,4,2,1254,1025935
2023-09-13,Pihu Agate,Aurangabad,2,0,681,4734224
2023-09-09,Baiju Dutt,Guntakal,3,1,1529,2474266
2023-09-11,Parinaaz Sekhon,Phagwara,4,0,745,2500958
2023-09-28,Tara Dalal,Belgaum,2,0,801,5316750
2023-09-21,Jivika Srivastava,Kurnool,3,0,1561,4358276
2023-09-07,Dhanush Raju,Dibrugarh,1,0,1736,6785378
2023-09-10,Sara Dubey,Singrauli,4,1,734,2094615
2023-09-07,Shanaya Gera,Mau,3,0,1031,2694997
2023-09-23,Uthkarsh Taneja,Aurangabad,1,2,1749,8883170
2023-09-10,Yasmin Korpal,Raurkela Industrial Township,4,2,647,6984670
2023-09-17,Yuvaan Khanna,North Dumdum,1,1,1666,9003156
2023-09-07,Aaryahi Tripathi,Pudukkottai,3,0,1419,3524363
2023-09-14,Shamik Banik,Dehri,4,1,927,2320059
2023-09-05,Heer Subramanian,Amritsar,1,0,933,1901663
2023-10-01,Vihaan Mangat,Anantapuram,2,1,1838,5425520
2023-09-08,Jiya Mallick,Nagercoil,1,1,535,6234260
2023-09-05,Mahika Johal,Tenali,1,0,1709,2447777
2023-09-24,Jhanvi Majumdar,Kalyan-Dombivli,4,2,1917,4127875
2023-10-02,Ojas Borra,Tiruchirappalli,1,2,921,9605487
2023-09-25,Kiara Bhalla,Dhule,2,1,1838,7156771
2023-09-23,Ahana  Rastogi,Bidhannagar,2,1,1109,3945103
2023-09-29,Mamooty Shan,Rohtak,2,2,1380,2358053
2023-09-18,Vidur Sen,Miryalaguda,4,1,1130,9418492
2023-09-10,Shanaya Din,Vasai-Virar,4,1,1011,9274035
2023-09-11,Raunak Dhillon,Nadiad,4,0,1643,9341268
2023-09-06,Sumer Varghese,Nangloi Jat,1,1,1505,1083437
2023-09-12,Sana Kadakia,Tiruchirappalli,4,1,1053,6636252
2023-09-29,Mahika Rajagopal,Sonipat,2,0,762,3225038
2023-09-26,Himmat Sathe,Medininagar,1,0,1363,1474325
2023-09-16,Amira Gala,Davanagere,1,0,1273,3514960
2023-09-22,Eva Sura,Satna,4,0,1508,6152049
2023-09-18,Abram Zachariah,Rajahmundry,4,1,1586,1714113
2023-09-19,Hansh Hayer,Ichalkaranji,1,1,1889,7019921
2023-09-17,Vedika Sengupta,Surendranagar Dudhrej,4,1,864,9147191
2023-10-02,Samiha Walla,Belgaum,2,1,1757,9395983
2023-09-30,Vaibhav Varty,Pune,1,1,1152,2681214
2023-09-20,Ryan Bhakta,Bidhannagar,2,1,849,5230183
2023-09-12,Kiara Yogi,Bangalore,1,2,1141,8252525
2023-09-22,Tushar Balan,Ludhiana,4,0,1826,8507781
2023-09-11,Riya Chopra,Hosur,2,1,1962,9926091
2023-09-10,Yakshit Tailor,Pali,1,1,1465,5749751
2023-09-21,Fateh Deo,Kurnool,2,2,1479,4040149
2023-09-27,Pranay Kamdar,Chapra,2,0,1339,5262773
2023-09-28,Hridaan Rana,Nizamabad,1,0,1349,9702222
2023-09-19,Veer Saha,Bhavnagar,3,0,1918,1430319
2023-09-11,Ehsaan Rao,Patiala,1,1,625,7079208
2023-09-27,Samar Dalal,Pondicherry,1,0,1301,6604151
2023-09-15,Hansh Malhotra,Katihar,1,0,636,7088824
2023-09-24,Rania Goswami,Buxar,1,0,934,1851312
2023-09-09,Eshani Thakkar,Karimnagar,2,1,1461,4937778
2023-09-13,Manjari Tella,Guntakal,4,2,847,5406343
2023-10-02,Shalv Bhalla,Nanded,3,2,1809,9730702
2023-09-04,Nayantara Bains,Bidhannagar,4,1,1097,9984383
2023-10-02,Kiaan Kala,Dewas,1,0,1228,9358887
2023-10-01,Mannat Behl,Thoothukudi,4,0,1330,9267006
2023-10-01,Kavya Raja,Gudivada,3,1,1652,6256714
2023-09-25,Jivika Saha,Bhiwandi,1,2,1223,5545966
2023-09-16,Kismat Amble,Bally,1,1,877,7176779
2023-09-08,Madhup Iyer,Adoni,2,0,698,9228095
2023-10-02,Tara Kakar,Ghaziabad,3,0,1625,5716235
2023-09-19,Fateh Choudhry,Pune,2,0,1579,6542159
2023-09-30,Myra Vohra,Jalandhar,3,0,1503,9037121
2023-09-24,Kaira Batta,Jodhpur,4,1,946,5091239
2023-09-29,Ishita Bahri,Madhyamgram,2,0,1027,6864100
2023-09-18,Zeeshan Rana,Srikakulam,2,0,920,9582133
2023-09-12,Jiya Raju,Ozhukarai,3,1,1516,3263139
2023-09-25,Akarsh Chandran,Kamarhati,1,0,875,2090625
2023-09-26,Vihaan Ben,Muzaffarnagar,2,2,1894,6492470
2023-09-28,Kanav Kalla,Chapra,4,1,542,6883412
2023-09-25,Arhaan Chander,Latur,3,1,1130,4931518
2023-09-29,Mehul Vyas,Aurangabad,4,1,1724,7762467
2023-09-28,Samiha Banerjee,Ramagundam,4,2,1250,2947115
2023-09-19,Bhavin Khatri,Rajpur Sonarpur,3,0,1199,8550687
2023-09-04,Kashvi Chadha,Dhanbad,2,2,990,3164993
2023-09-15,Vardaniya Bajwa,Delhi,1,0,607,3583646
2023-09-04,Zoya Andra,Dewas,2,0,836,3134761
2023-09-10,Mannat Suresh,Mumbai,2,2,768,3706329
2023-09-07,Jivin Bansal,Berhampore,3,0,1106,8979628
2023-09-05,Tushar Chander,Kishanganj,3,0,1749,7465334
2023-09-07,Lavanya Trivedi,Hyderabad,4,2,1675,3269814
2023-09-23,Sahil Kapadia,Bhopal,4,0,1179,5221351
2023-09-13,Jayan Basu,Aurangabad,4,0,1219,2698546
2023-09-24,Riaan Walla,Chinsurah,2,0,1368,4541200
2023-09-04,Lakshit Goswami,Lucknow,2,2,702,9364056
2023-09-26,Amira Sengupta,Haldia,3,2,1054,3929036
2023-09-27,Nehmat Banerjee,Kishanganj,1,1,585,2989853
2023-09-25,Damini Tailor,Guntakal,4,1,522,4653101
2023-09-09,Taimur Baria,Siliguri,1,2,1784,9102749
2023-09-08,Adah Agarwal,Panipat,3,1,1978,5773204
2023-09-09,Jhanvi Solanki,Asansol,4,1,652,6124881
2023-09-07,Anahi Banerjee,Mehsana,1,2,1364,1442022
2023-09-24,Heer Issac,Unnao,1,0,1865,6365479
2023-09-10,Advika Madan,Rajkot,3,2,1798,3541522
2023-09-25,Zara Garg,Gopalpur,3,1,1930,2722799
2023-09-18,Taimur Bala,Patna,3,1,1925,7079773
2023-09-07,Sumer Handa,Guwahati,1,0,968,1272650
2023-09-26,Mannat Balasubramanian,Bahraich,1,1,906,1698035
2023-09-22,Umang Vora,Bulandshahr,2,0,1759,7595792
2023-09-13,Indrans Dani,Vijayawada,1,2,1862,3174238
2023-09-07,Tanya Gera,Avadi,4,1,1836,5820481
2023-09-04,Chirag Deol,Sri Ganganagar,1,1,518,2621049
2023-09-22,Vivaan Yogi,Sultan Pur Majra,2,2,1711,7056276
2023-09-23,Kanav Halder,Morbi,4,1,914,2734954
2023-10-01,Lakshit Lata,Bidar,3,2,713,7992879
2023-09-07,Nirvi Gala,Bhiwandi,3,2,1497,8704873
2023-09-11,Manjari Krish,Gurgaon,1,1,1413,2347050
2023-09-07,Mehul Kalita,Agra,1,1,921,3442636
2023-09-25,Parinaaz Kaur,Sonipat,4,1,987,6924750
2023-09-15,Anahita Bail,Srinagar,4,2,958,4145454
2023-09-15,Ela Gulati,Srikakulam,2,1,1618,6314383
2023-09-22,Khushi Dara,Kamarhati,4,1,1269,3435807
2023-09-10,Urvi De,Cuttack,3,0,1054,2915501
2023-09-14,Manjari Dewan,Ozhukarai,2,2,645,9325034
2023-09-25,Jayesh Ramesh,Kirari Suleman Nagar,2,0,1445,9574803
2023-09-22,Ivan Lad,Nagaon,1,2,1149,2735554
2023-09-24,Jiya Ganesh,Saharsa,3,1,1070,2139287
2023-09-29,Amira Bansal,Bathinda,1,0,830,7958860
2023-09-21,Yasmin Doctor,Varanasi,1,0,1257,2079011
2023-09-14,Jiya Lall,Jaipur,1,0,974,2450725
2023-09-16,Madhup Issac,Visakhapatnam,1,0,1181,9227324
2023-09-16,Amani Chhabra,Berhampore,4,2,1926,6997441
2023-09-19,Yuvraj  Kapur,Miryalaguda,4,0,607,7004819
2023-09-04,Neelofar Wable,Sasaram,4,0,1524,8776329
